,WRIST_TO_THUMB_MCP,WRIST_TO_THUMB_IP,WRIST_TO_THUMB_TIP,WRIST_TO_INDEX_FINGER_PIP,WRIST_TO_INDEX_FINGER_DIP,WRIST_TO_INDEX_FINGER_TIP,WRIST_TO_MIDDLE_FINGER_PIP,WRIST_TO_MIDDLE_FINGER_DIP,WRIST_TO_MIDDLE_FINGER_TIP,WRIST_TO_RING_FINGER_PIP,WRIST_TO_RING_FINGER_DIP,WRIST_TO_RING_FINGER_TIP,WRIST_TO_PINKY_PIP,WRIST_TO_PINKY_DIP,WRIST_TO_PINKY_TIP,THUMB_MCP_TO_THUMB_TIP,INDEX_FINGER_MCP_TO_INDEX_FINGER_TIP,MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_TIP,RING_FINGER_MCP_TO_RING_FINGER_TIP,PINKY_MCP_TO_PINKY_TIP,THUMB_TIP_TO_INDEX_FINGER_MCP,THUMB_TIP_TO_INDEX_FINGER_PIP,THUMB_TIP_TO_INDEX_FINGER_DIP,THUMB_TIP_TO_INDEX_FINGER_TIP,THUMB_TIP_TO_MIDDLE_FINGER_MCP,THUMB_TIP_TO_MIDDLE_FINGER_PIP,THUMB_TIP_TO_MIDDLE_FINGER_DIP,THUMB_TIP_TO_MIDDLE_FINGER_TIP,THUMB_TIP_TO_RING_FINGER_MCP,THUMB_TIP_TO_RING_FINGER_PIP,THUMB_TIP_TO_RING_FINGER_DIP,THUMB_TIP_TO_RING_FINGER_TIP,THUMB_TIP_TO_PINKY_MCP,THUMB_TIP_TO_PINKY_PIP,THUMB_TIP_TO_PINKY_DIP,THUMB_TIP_TO_PINKY_TIP,Sign
0,0.1136905033406895,0.1603284834640375,0.1874404671752196,0.2009194344270245,0.1660347555661255,0.1411735940660015,0.1951499607306723,0.1433332360774459,0.1198435645084775,0.1851843415374571,0.1256942748812402,0.0986000267851677,0.1586696209773462,0.1153376892543085,0.0947608239577096,0.0990027829340471,0.0416242223656765,0.0375736294293762,0.0423046673681778,0.0402670466812809,0.0551681728580799,0.0212804085386232,0.0330654176716601,0.0542339658176263,0.0543169887075783,0.0166224836347962,0.0453925821460698,0.0679246291805048,0.067244328175536,0.0355208320519197,0.0633323316176214,0.0903510395622177,0.0943778887432768,0.0605269463931736,0.0805279023690474,0.1026270398657492,1
1,0.1232401646512064,0.1676174027304118,0.1835285559390574,0.2129624134735152,0.1969976269069458,0.1720481994059415,0.204573899819846,0.1572052053912973,0.1346148236920668,0.1846262327341965,0.1290006479815878,0.1076967668108797,0.1564533116867274,0.1153593707585425,0.0982294299572354,0.1016741217079712,0.049991217229798,0.0355917948877211,0.0373481419682335,0.0381215351682067,0.0721978794026221,0.061034421681532,0.0514783301035576,0.0469427494160032,0.0516257380874251,0.0262878711712514,0.035267338239153,0.0552579340166885,0.0515060603321947,0.0174802258496906,0.0548541705066898,0.076315241269476,0.0745958052407624,0.0505204514895742,0.0752157809723004,0.0917482663634916,1
2,0.1465948700782254,0.2054622534250022,0.2236998158944809,0.2369127074879354,0.1880818988449766,0.1671772305057229,0.2299760392029703,0.1640964025858023,0.1484409692155432,0.2086797866118744,0.1401965945325387,0.1271215682834972,0.1735036993234864,0.1283512462466016,0.120345638646822,0.1046749817960405,0.0601975774220464,0.0539128059952765,0.0600340840733991,0.0549677419314581,0.0608566837494693,0.02749056961675,0.0442451885152899,0.0598399431127927,0.0717045276110972,0.0251411833066427,0.059986001406605,0.0770438897203773,0.0927592625591313,0.0435796975962105,0.085196856202022,0.1045553416931598,0.1229345875273254,0.0794377229225766,0.1068248860549268,0.1244447542611429,1
3,0.1492735719384302,0.2067839821448266,0.2534484802621018,0.2637225038659618,0.2093456614688932,0.1745263386684133,0.2436544493312818,0.1765163499064957,0.1529296892806963,0.2156215116858265,0.1466752844780919,0.1269837248251824,0.1844836180430992,0.1350609351928806,0.1213689127608489,0.1212915304535731,0.0723705778504204,0.0673216175101966,0.0676855626884029,0.0597670551849363,0.0560825813744619,0.0149717128604558,0.0501516991779022,0.0868541151428414,0.076958310944541,0.0393264459747243,0.0798237245149637,0.1023226506564797,0.1079582584163834,0.0770654644210333,0.1149620996157308,0.1346605254926729,0.1458174863580204,0.1172510914130315,0.1396377103980064,0.155049096516652,1
4,0.1089258934682901,0.1512425303609481,0.1810883692065215,0.2032651234115345,0.1652587343900168,0.1351757061075899,0.188944980435411,0.1380579884733197,0.1128014748432851,0.164084537610199,0.1103586436740956,0.0891977351008519,0.1420445915531634,0.1031016560298297,0.088056653140426,0.0894859886728704,0.0497500007164289,0.0478728684166079,0.0490569850450645,0.0417247659157833,0.0382391259831056,0.0279483311327139,0.0223109529999079,0.0535860752774794,0.0561557962009655,0.0429877379243517,0.0517882218344313,0.0726484000068672,0.0826130948744807,0.0663886853099564,0.0856378250078999,0.1022733154475345,0.1148536936715089,0.0963447589080577,0.1069943117231827,0.1180198119108227,1
5,0.187910951885106,0.2667621729892728,0.3302271307297489,0.3399179644473418,0.2658473520814207,0.2218059596531714,0.3233547574527173,0.2326109098232772,0.2019468945149067,0.2987184415511085,0.2034180771240275,0.177516343023039,0.2518920780199699,0.1845412469153576,0.1665086135800018,0.1658774280384056,0.0848033661368568,0.0722472960880592,0.0701267523215881,0.0677476131408153,0.0814602447295996,0.0158355222418861,0.0713570942439358,0.1164728948738228,0.1023186222815151,0.049157236893337,0.1007748292608817,0.1309880220511639,0.142395433426401,0.097083162186108,0.1394150983102433,0.1674092540692113,0.1945988909244888,0.151485255071487,0.1790838745063965,0.2020381732042472,1
6,0.1838264356261533,0.256860525000443,0.3010352033649388,0.3432425604142766,0.2757397985290896,0.2293915237955319,0.317795898823785,0.2291997638865198,0.1954941416252154,0.2855479711149136,0.1939811866303721,0.1658444125742319,0.2415112527661442,0.1773102615226435,0.1594076188546684,0.1459204229287232,0.0801050585861365,0.0760369822894474,0.077295490624208,0.0711778306219283,0.0693296781867679,0.0559968806681581,0.0286917335892163,0.0768731997881395,0.0973228727329357,0.0719170581492309,0.0810732002674256,0.1125325385800286,0.1372621611427719,0.1059701354682274,0.129732811670927,0.1579548408138374,0.187707354550459,0.1517306604618397,0.1673988725172722,0.186993292457915,1
7,0.1633295151042449,0.2332611271664282,0.2810921864052535,0.313407181448885,0.2548210303828597,0.2087497200708933,0.2899399919174885,0.2046511416503093,0.1701880396671083,0.2583024445404863,0.1700921266587068,0.1428103685789438,0.2310406664823371,0.1677646616557041,0.1482660038126047,0.1437171014795493,0.0738424405068977,0.0733231953199427,0.0709689158660302,0.0566609448216283,0.0608092120305945,0.0323556101244848,0.0435071667058182,0.0888817173008035,0.0770225266733139,0.0457153469223668,0.0845378608201953,0.1147928955867872,0.1153467051471723,0.0897033922977653,0.1271697059033969,0.1480667895616489,0.163609785108336,0.1362334650986211,0.1546893045551923,0.1695799722918163,1
8,0.1896612146713361,0.2528905887700443,0.2858151451487356,0.3543388232982478,0.2839091723717868,0.2310570875981371,0.3347296027544808,0.2392619536150942,0.1976971744644528,0.3045590545395583,0.2077416481632511,0.1699881756899569,0.2752402539595463,0.205884220431091,0.1746076329199474,0.1491049100929972,0.0816522534422793,0.0724147540304451,0.06613652801298,0.0521653950423047,0.0690915136295564,0.072565332415334,0.0439511012285499,0.0861356225955986,0.0562134212505921,0.0581497021186939,0.0534998893015518,0.0930735569456234,0.085897202375284,0.0788584121237783,0.0948826471071931,0.120527128926878,0.1338036556374726,0.1207471654996548,0.1303641843310832,0.1447758235347594,1
9,0.1914251586209025,0.2663791765051744,0.2831761947615966,0.30499697990942,0.2383835907177813,0.2141950486271833,0.2869828545580019,0.2031292555407714,0.1895990891030037,0.2704547503299545,0.1826489364298628,0.1679279916422795,0.2355345936583368,0.1759343025627102,0.1629644134236226,0.1287397368653459,0.0698027185682159,0.059587033737069,0.0602672813483974,0.0539333212585552,0.0697566860593608,0.0373302720899874,0.0604029447085149,0.0762040494688882,0.0760027630151645,0.0206496650949075,0.0810170868613747,0.0947926924256646,0.1018725131808786,0.0518945951154178,0.1032798996844824,0.1257806853398136,0.1460509279635296,0.0972456905889017,0.1261191409271763,0.1488310582864656,1
10,0.2314698924763271,0.3148960676858479,0.338874322215598,0.3571988269264998,0.2823163330838805,0.2507578767463915,0.3402152115782816,0.2480264962174212,0.2251789673378818,0.3213943891184532,0.2263218618574968,0.2027808228033385,0.2802371232216657,0.2232272304368926,0.2057529706500949,0.1454609041626776,0.0699243566197466,0.0543733552331442,0.0521562966968524,0.0479107096444819,0.0930987638279178,0.036670977402048,0.0761084978619058,0.0956093664652984,0.0992628014113264,0.0174441801723775,0.0929905358797661,0.1143248438902684,0.125086934283025,0.0554360565536985,0.114977902453741,0.1465971837701339,0.1704916476675329,0.1066018222334157,0.1340396736653875,0.1644608894976882,1
11,0.2126046728540452,0.2996817421936974,0.3216284020278263,0.340732926328761,0.2725801323963053,0.2371989645294909,0.3240494517500811,0.2301865227842558,0.2043455676989918,0.3027740717693781,0.2016337892741874,0.1748171686948405,0.2568806564119409,0.1872066026729974,0.1665123547387705,0.1499989448248926,0.0668880207798577,0.0581752257944582,0.0612135577781532,0.0590619457156525,0.0811178734239712,0.0350428651150307,0.0717686584310635,0.0964461890850377,0.0886987199529031,0.0145723153165594,0.0943166350581135,0.1175653625463113,0.122966410566775,0.0614014257982095,0.1230645967116594,0.1539399630871182,0.1755073131080522,0.1157757674038631,0.1527187136969101,0.1819424997482575,1
12,0.1128638243924146,0.1609614346308784,0.1862819990790797,0.1875371096427163,0.1623078475513516,0.14640107989602,0.2004837838038289,0.1370414435835498,0.1110339716716355,0.1950640130932237,0.12126427536921,0.0970058305538754,0.1650612243775879,0.1122987865689961,0.0977367142873109,0.111909388625325,0.0558276280375608,0.0559730988230476,0.0557096857162088,0.0571168558106928,0.0628285951029918,0.0278653536303419,0.0518119706114709,0.0594609903363271,0.0576396238208363,0.0252567053952765,0.0542143813717803,0.0761644299940753,0.0819675634852464,0.0584480112855995,0.0750984413364037,0.0985572084061302,0.1229417392329013,0.0928327981556523,0.1054483102378392,0.125597615726082,1
13,0.2195337975619481,0.2995987659008191,0.3247710792774815,0.3651942319317028,0.2896138907024521,0.2569342048969628,0.3341114038376674,0.2446662779579635,0.2243605741292681,0.3087793438226481,0.2138151339572785,0.190799997365385,0.2560471011889351,0.194116046979054,0.178010563096847,0.1326969548901894,0.0821838760794481,0.0710976559119254,0.069601455383827,0.0609706451029329,0.0752499670853413,0.0496007288942176,0.0452578079491863,0.0720360139584701,0.0899030173034718,0.0314598547925482,0.0802536192009259,0.1014559584923097,0.123754859990223,0.0623680066537434,0.1153645339199462,0.1448963081150108,0.1736798036942458,0.1125894155695029,0.1474507967413014,0.174108537819845,1
