,Left_WRIST_TO_THUMB_MCP,Right_WRIST_TO_THUMB_MCP,Left_WRIST_TO_THUMB_IP,Right_WRIST_TO_THUMB_IP,Left_WRIST_TO_THUMB_TIP,Right_WRIST_TO_THUMB_TIP,Left_WRIST_TO_INDEX_FINGER_PIP,Right_WRIST_TO_INDEX_FINGER_PIP,Left_WRIST_TO_INDEX_FINGER_DIP,Right_WRIST_TO_INDEX_FINGER_DIP,Left_WRIST_TO_INDEX_FINGER_TIP,Right_WRIST_TO_INDEX_FINGER_TIP,Left_WRIST_TO_MIDDLE_FINGER_PIP,Right_WRIST_TO_MIDDLE_FINGER_PIP,Left_WRIST_TO_MIDDLE_FINGER_DIP,Right_WRIST_TO_MIDDLE_FINGER_DIP,Left_WRIST_TO_MIDDLE_FINGER_TIP,Right_WRIST_TO_MIDDLE_FINGER_TIP,Left_WRIST_TO_RING_FINGER_PIP,Right_WRIST_TO_RING_FINGER_PIP,Left_WRIST_TO_RING_FINGER_DIP,Right_WRIST_TO_RING_FINGER_DIP,Left_WRIST_TO_RING_FINGER_TIP,Right_WRIST_TO_RING_FINGER_TIP,Left_WRIST_TO_PINKY_PIP,Right_WRIST_TO_PINKY_PIP,Left_WRIST_TO_PINKY_DIP,Right_WRIST_TO_PINKY_DIP,Left_WRIST_TO_PINKY_TIP,Right_WRIST_TO_PINKY_TIP,Left_THUMB_MCP_TO_THUMB_TIP,Right_THUMB_MCP_TO_THUMB_TIP,Left_INDEX_FINGER_MCP_TO_INDEX_FINGER_TIP,Right_INDEX_FINGER_MCP_TO_INDEX_FINGER_TIP,Left_MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_TIP,Right_MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_TIP,Left_RING_FINGER_MCP_TO_RING_FINGER_TIP,Right_RING_FINGER_MCP_TO_RING_FINGER_TIP,Left_PINKY_MCP_TO_PINKY_TIP,Right_PINKY_MCP_TO_PINKY_TIP,Left_THUMB_TIP_TO_INDEX_FINGER_MCP,Right_THUMB_TIP_TO_INDEX_FINGER_MCP,Left_THUMB_TIP_TO_INDEX_FINGER_PIP,Right_THUMB_TIP_TO_INDEX_FINGER_PIP,Left_THUMB_TIP_TO_INDEX_FINGER_DIP,Right_THUMB_TIP_TO_INDEX_FINGER_DIP,Left_THUMB_TIP_TO_INDEX_FINGER_TIP,Right_THUMB_TIP_TO_INDEX_FINGER_TIP,Left_THUMB_TIP_TO_MIDDLE_FINGER_MCP,Right_THUMB_TIP_TO_MIDDLE_FINGER_MCP,Left_THUMB_TIP_TO_MIDDLE_FINGER_PIP,Right_THUMB_TIP_TO_MIDDLE_FINGER_PIP,Left_THUMB_TIP_TO_MIDDLE_FINGER_DIP,Right_THUMB_TIP_TO_MIDDLE_FINGER_DIP,Left_THUMB_TIP_TO_MIDDLE_FINGER_TIP,Right_THUMB_TIP_TO_MIDDLE_FINGER_TIP,Left_THUMB_TIP_TO_RING_FINGER_MCP,Right_THUMB_TIP_TO_RING_FINGER_MCP,Left_THUMB_TIP_TO_RING_FINGER_PIP,Right_THUMB_TIP_TO_RING_FINGER_PIP,Left_THUMB_TIP_TO_RING_FINGER_DIP,Right_THUMB_TIP_TO_RING_FINGER_DIP,Left_THUMB_TIP_TO_RING_FINGER_TIP,Right_THUMB_TIP_TO_RING_FINGER_TIP,Left_THUMB_TIP_TO_PINKY_MCP,Right_THUMB_TIP_TO_PINKY_MCP,Left_THUMB_TIP_TO_PINKY_PIP,Right_THUMB_TIP_TO_PINKY_PIP,Left_THUMB_TIP_TO_PINKY_DIP,Right_THUMB_TIP_TO_PINKY_DIP,Left_THUMB_TIP_TO_PINKY_TIP,Right_THUMB_TIP_TO_PINKY_TIP,Sign
0,0.099008225507688,0.1276034042382792,0.1169009888899841,0.1790775970588812,0.1401616778990657,0.2207222071047483,0.2217731874957099,0.2755287302923114,0.2618746172366536,0.3249828671784318,0.296061020759729,0.3661966380500017,0.2318539327048349,0.2906543919933326,0.2832102317696129,0.345841048142008,0.3241285109066084,0.3910179136321646,0.1860627318015416,0.2624392561192432,0.1491858139497906,0.2141917682368196,0.1203330446045172,0.1700832778366203,0.1652220929284,0.2114772960439582,0.1351986751054671,0.1782709153238312,0.104537981446507,0.1451099573464534,0.1069115216983255,0.1134144588147658,0.1414384433093788,0.1709246997558992,0.1673152039882583,0.1965550973510863,0.0617263442267915,0.0550285333276231,0.0596094779179855,0.0572707722956752,0.0847737729701227,0.0600342856024523,0.1211194039651685,0.0718164676003694,0.1518294450683562,0.1122068723931214,0.1794934266689043,0.1510205247008068,0.0568161082364884,0.0535660318495083,0.1108833975766482,0.0848536747374348,0.1576259254853324,0.1327726746346948,0.197034771769768,0.1763775449378498,0.0364929552213369,0.066923473435179,0.050422736679519,0.0602028347757391,0.0256035194953446,0.0162881660758183,0.037084070451033,0.0515147490750457,0.0456728193458631,0.097456892849406,0.0344731435928497,0.0566092857921998,0.0077509000466512,0.0530967509451138,0.0364081233698876,0.0787686659353541,F
1,0.0956416572469679,0.13297004958689,0.1111963578728166,0.1845610230960707,0.1265067015867157,0.2297151851424282,0.2217842173413675,0.2804333145091109,0.2603992665207915,0.3263644932280481,0.2945660929944161,0.3633359807482362,0.2354729743428999,0.2955965469566409,0.2861074288646965,0.3453530470359173,0.325057985114251,0.3822323315377035,0.1993411994727294,0.2584752055343814,0.153753153164435,0.2113634609199707,0.1227181356005227,0.1668388460224733,0.1699430121932349,0.2116013575155355,0.1355956704595041,0.1812871596581559,0.1018793585363642,0.149736181596724,0.1011737326916627,0.1163979209207214,0.1394664913199289,0.1652433426739004,0.1689408082903369,0.1844760980484752,0.0527295984464247,0.0514369540954772,0.055400123249618,0.0513612891663811,0.0715166452425574,0.058090647398906,0.1183312242735257,0.0648449080128048,0.1515658724816796,0.1025007377628443,0.1810487013278292,0.1381498926186438,0.0440671637991922,0.0533359898840567,0.1161420100879981,0.079196560156202,0.1645860306761022,0.1225150164209301,0.2022761054764229,0.1584726224863927,0.0302888276891196,0.0705394178757486,0.0739286834500687,0.0556164774096166,0.0366120298251074,0.0278656514440242,0.0267803404959834,0.0641801381588828,0.04777136410962,0.1040170374082388,0.0521045068846014,0.0677176345794555,0.0151832170292846,0.0628605111666383,0.0246620364185428,0.0839586121958747,F
2,0.0981914650738497,0.1270924007836169,0.1158332358298883,0.1783210243889374,0.1291145652831046,0.2255429746236183,0.2198169361950902,0.2857889051842623,0.256921245029779,0.3424577699755171,0.2921509609141717,0.3870264141347871,0.2283660582223556,0.2948211969086241,0.2820869150804582,0.3455926152987273,0.3255546065809427,0.3835254620089564,0.1908933312651911,0.2613591545463821,0.149579106438927,0.2113393651883735,0.1216876984683296,0.1661601462619631,0.165842286924951,0.2102952221526362,0.1329871284152918,0.1777492380204486,0.1014992763931484,0.1446571107106965,0.0975944577707633,0.1158652896603202,0.1441347239887573,0.1882897693692837,0.1775361381410673,0.1877663457329637,0.0492040716887256,0.0520995751757509,0.0504843984660559,0.0518781249649013,0.0687801476864525,0.0590317754636199,0.1130218614950522,0.0762394529893873,0.1442051290173837,0.1251774107400283,0.1744930739643748,0.1680157306677352,0.0386974880834194,0.0558061236612767,0.1067731795318424,0.085444992297958,0.1571649319146099,0.1280445977578864,0.1992188179681096,0.1642805641637018,0.0194867245959008,0.0716014562914211,0.0620698537978213,0.060628533799433,0.0304602028132669,0.0245637117191797,0.0306273328953764,0.0602542279082583,0.0434103893159093,0.103969446332598,0.0453771611554539,0.0643646335370782,0.0089219521019015,0.0615381861972693,0.0280962313493389,0.0851392302529335,F
3,0.0760172276567382,0.0914924803867971,0.0924626016444543,0.1286553334870274,0.1106331127500971,0.1619334018425022,0.1724238056250201,0.1956081789823221,0.2041360141496816,0.2284762130624452,0.2306002535082737,0.2550910813705606,0.1789176491559081,0.205762385676973,0.2170951158805904,0.2407677707501763,0.2483282502540905,0.2652865441794003,0.1495745747960308,0.1813758254080452,0.1192521803001545,0.1541825216963811,0.0930813204501968,0.1253122095688485,0.1285174381048988,0.151247527907465,0.1044755559050589,0.1332384272344858,0.0822533796801136,0.112280410284579,0.0774798994925477,0.0811787445276918,0.1133493283993024,0.1168377180991202,0.1287789981275236,0.1289146341293437,0.0393563695966459,0.0421516070825005,0.0503014981914572,0.0471079796359445,0.058421333396298,0.0396812297198792,0.0877128490258952,0.0438248202020275,0.1132507331560693,0.0713189414993212,0.135779055104445,0.0967317530582317,0.0377848027544902,0.0408242717231206,0.0814937715305903,0.0564284737248518,0.1168323645130722,0.0849469517730593,0.1469923400949335,0.1077128422183189,0.0277855948199159,0.0548734437407311,0.041927606784405,0.0424208121913743,0.0098142208069398,0.0196663523617652,0.0193817876263744,0.0385098532314354,0.0419961068022455,0.076207579954167,0.028471259937443,0.0474762922087797,0.0094524226018736,0.0389399468392782,0.0292878871311993,0.0522659417503859,F
4,0.0821024103284556,0.0937870845204775,0.0980206913880728,0.1321549333799961,0.1180127504779189,0.1644090394152639,0.1976160121081047,0.2097487992029564,0.2340922845143882,0.2409056729684807,0.2654530973576084,0.2672167315551255,0.2109775774768296,0.2356330397541646,0.2556468463585898,0.2798064693987233,0.290707252552764,0.3143932528515428,0.1647874427920783,0.2117979033815678,0.1308890457004086,0.1718344410845885,0.1036117662696832,0.1352479771262525,0.1372732165039776,0.1711112551896733,0.1087750952348905,0.1434045986342137,0.0865061964169545,0.1163595021182505,0.0806770048639235,0.0904469201752003,0.1295825798851656,0.1177927160504365,0.1486425002126681,0.1596079089079097,0.0679763680742891,0.0499959698947783,0.0848674149792851,0.0589269031666658,0.0600184511302734,0.0485553178482487,0.0984355452716989,0.0606564540482374,0.1301347154777666,0.0839676391040748,0.1589810558751647,0.1077450241763341,0.0469183153324414,0.0394970294721942,0.1024555451978203,0.0802808558905892,0.1452487556784042,0.1207820077833867,0.1800993663839649,0.1546443839451897,0.0440210235380321,0.0452809274433488,0.0489307790551469,0.0561654156207284,0.01632736866434,0.0114306835581813,0.0250941806258702,0.0318171530897052,0.056413669712,0.0682547843829198,0.0328748652087239,0.0421035748687723,0.0226664457194011,0.0310624068233,0.0438277643264856,0.0529693551563455,F
5,0.0918735321973665,0.1248343807047724,0.1111832375053629,0.164379034061532,0.1279860505873527,0.1690039430342126,0.2028042812673538,0.2614446078054604,0.2384279915379695,0.3012267798827081,0.2697911250192728,0.3292803754200162,0.2078283219473501,0.2720717037616889,0.2530221124790389,0.3210564492786118,0.2906159675026801,0.3556046920589191,0.1702070605317397,0.2111218617637353,0.1346795472939934,0.1816430340881356,0.1050592253691849,0.1532260563882785,0.1448366367317433,0.1670505589228905,0.117715534064641,0.1491568243696772,0.0922639112027694,0.1325310511489803,0.0840558134505409,0.0727675485749864,0.1298444153555991,0.1390667220407465,0.1557852680429313,0.1714052071267108,0.0538332214394734,0.0698720979306867,0.0573936662150133,0.0696384885492265,0.0716484915687735,0.0641766779936416,0.1094464081683067,0.1075663469046501,0.1380001117852606,0.1421782205308653,0.1651900049682179,0.1684766583903425,0.0501038654943318,0.0606187373703081,0.0994422633221459,0.1204696607067885,0.1410492024232144,0.1628735486970188,0.1780359457433308,0.1954292178453266,0.0443314605066247,0.0636950388129272,0.0504694989976193,0.0553264937425297,0.0102488034009217,0.0146400031092746,0.0251286115539107,0.0180796278174561,0.0637024570161274,0.0788960548692868,0.0421182536103508,0.043607486184097,0.0213504301933881,0.0256564370674568,0.0363449812674119,0.0367993735836782,F
6,0.1028665016466363,0.1132620216300752,0.1186308240069518,0.1485453732857047,0.1355281872060626,0.1584028417796428,0.2153299902239751,0.2580062123354151,0.2546978988411508,0.3011076271426797,0.2874371937771136,0.3334569245306287,0.2188881636384252,0.2832877846317889,0.2677470775556775,0.3405363436453463,0.306013083616635,0.3816916983868724,0.1709695259321882,0.2188088569509863,0.1435764527903272,0.1724142331080037,0.1193587183679657,0.1384566785700554,0.1477955218989257,0.1723816717232562,0.126207689940116,0.1404738137332133,0.1054085584211764,0.1163947847388523,0.0885479573944185,0.0800200065744276,0.1388043184251294,0.1406726607902436,0.1609366715017595,0.1902704021208281,0.0708067899853577,0.0715755045474486,0.0688695978880929,0.0688507388724932,0.0704521035935028,0.0729275250915002,0.1087290297975784,0.1144681304546676,0.1408541460715386,0.1525813830719835,0.1701333172142059,0.1829013604418025,0.0554957640172831,0.0632915260658073,0.1018153268323426,0.1351330655824437,0.1459380448899152,0.188680433778769,0.183319920785375,0.2290649249561031,0.0545667070594432,0.0549128208101337,0.0468597038828061,0.0695940527667019,0.0080618644557632,0.0158363326491732,0.0246490548652884,0.0234563787858714,0.0744046867832086,0.0651208206041393,0.0518616510316614,0.0424567799301021,0.0267186904867864,0.0273195524879455,0.0325869742687487,0.0455504022018115,F
7,0.1021183592881913,0.1098094410201736,0.1162873084933986,0.1444973180426564,0.1293488986176998,0.1573663870492198,0.215853618585203,0.2523142989192102,0.2540789339155332,0.2956032802278333,0.2865065546110128,0.3298399984634211,0.2199130812960649,0.2710456063177698,0.2689524123687515,0.3271082382301128,0.3075297210508711,0.3694816029738649,0.1768696412441245,0.2125928573326803,0.1422213490071226,0.168509680478816,0.11331745544156,0.1345766596059142,0.150526586219959,0.17180461768403,0.1242619034498742,0.1401046634160441,0.0997115344696057,0.1151167927865767,0.0901575520938363,0.079403167639443,0.1371345749245267,0.1436914168121999,0.1604843041826863,0.1859207316107599,0.0606859723514244,0.0689053775096168,0.0679890675354269,0.0654113413904565,0.0671486564176172,0.0692922855343859,0.111464179090843,0.1110950789650186,0.1437131524660805,0.1491717668525673,0.1725551186799719,0.1812439654112383,0.0444921074211198,0.0599794556193502,0.1017360005276095,0.1252085178929608,0.148618211503022,0.1772812964507669,0.1868742043025216,0.2188513866559853,0.0394418579755142,0.0536574396841874,0.0502536684640229,0.0658506637693591,0.0143985001352416,0.0135928555069129,0.0245343033333487,0.0254301416809769,0.0617650550935146,0.0638858737178144,0.0453961904586002,0.0435801677990296,0.0203570777154254,0.0257130131150354,0.0332154032190212,0.0446249506301719,F
8,0.0893177086166545,0.1110350772552152,0.1093833304029632,0.1569605659397607,0.1239538681111201,0.1839612188660604,0.2142734977004809,0.25665594388525,0.2510890755574302,0.3028101053263241,0.2869236769277412,0.337449841639576,0.2238604982639917,0.2755037229614269,0.2756932818840947,0.3292025060028918,0.3184725182981915,0.3695761434398027,0.1846031326206113,0.2387164332374009,0.1426137810931844,0.1888709271234178,0.113455679288931,0.1486138306700344,0.1612268033681758,0.1937274065902758,0.1281535020087685,0.1629460544739341,0.1000510329815559,0.1344196014314664,0.0903031660079938,0.0965146265136907,0.1407253710393063,0.1505162454064158,0.1741027182113624,0.1832650405315852,0.0456591334026706,0.061131869501605,0.0482451748909555,0.0629701543034965,0.0616126465915697,0.0667650057761624,0.1103180531470487,0.094647365951522,0.142464228010951,0.1322668000048665,0.1738843084918727,0.163684550902566,0.0344779288693317,0.0578375756496915,0.1070481192726544,0.1063488068438817,0.1579128342898207,0.1537123220096583,0.2000446866742304,0.1926792055397016,0.020776462364575,0.0562231952859511,0.0646036807656379,0.0685381424254052,0.0341265156472439,0.0124378351094351,0.0310003866097991,0.0360235010238383,0.0470045453047682,0.0729142387924476,0.0492493435458496,0.0450593258552276,0.0158419524254251,0.0297068020438565,0.0241797561217292,0.052227672919992,F
9,0.1010440526616261,0.1192093656185112,0.109376270165887,0.1649488773572941,0.1281873137099116,0.1839506597068553,0.2054936447208293,0.2482617010282047,0.2417062404037387,0.280689360856489,0.2733388730011587,0.3044129886916439,0.2108301121374018,0.2683349804383936,0.2538112516744559,0.3053287829881363,0.2889267054981986,0.3296074541281529,0.1709063049679555,0.2140230086062502,0.1442468517832242,0.1759913462953055,0.1218838386113538,0.1402788662930592,0.1430435966237429,0.1812059143398519,0.1203265548294196,0.1552063509540451,0.1014785572684325,0.1292584729615348,0.1018845873290954,0.0845335760302213,0.131179976470117,0.127272099288832,0.1467622277929813,0.1540025233107259,0.051878828185463,0.0731235117999849,0.0656557008824136,0.0664756629057905,0.0838421870604634,0.0539488315679029,0.1175177526657398,0.0799798325165872,0.1450735477508509,0.1053896462524306,0.17126671554429,0.1274311853417152,0.0573823404675502,0.0589848105705933,0.1038874381037791,0.103179420442114,0.1434257838268112,0.1319801347643836,0.1776161131247474,0.154339031822705,0.0407379773493235,0.0737502812019358,0.0484716020884432,0.0534214447523699,0.0212801459789316,0.0172624264354065,0.0176065234003388,0.0447314242902124,0.0472051848405927,0.0968461499431751,0.0248568045264432,0.0626158225561818,0.0118906042188078,0.044778384611788,0.0325033527811223,0.0577813961727045,F
