,WRIST_TO_THUMB_MCP,WRIST_TO_THUMB_IP,WRIST_TO_THUMB_TIP,WRIST_TO_INDEX_FINGER_PIP,WRIST_TO_INDEX_FINGER_DIP,WRIST_TO_INDEX_FINGER_TIP,WRIST_TO_MIDDLE_FINGER_PIP,WRIST_TO_MIDDLE_FINGER_DIP,WRIST_TO_MIDDLE_FINGER_TIP,WRIST_TO_RING_FINGER_PIP,WRIST_TO_RING_FINGER_DIP,WRIST_TO_RING_FINGER_TIP,WRIST_TO_PINKY_PIP,WRIST_TO_PINKY_DIP,WRIST_TO_PINKY_TIP,THUMB_MCP_TO_THUMB_TIP,INDEX_FINGER_MCP_TO_INDEX_FINGER_TIP,MIDDLE_FINGER_MCP_TO_MIDDLE_FINGER_TIP,RING_FINGER_MCP_TO_RING_FINGER_TIP,PINKY_MCP_TO_PINKY_TIP,THUMB_TIP_TO_INDEX_FINGER_MCP,THUMB_TIP_TO_INDEX_FINGER_PIP,THUMB_TIP_TO_INDEX_FINGER_DIP,THUMB_TIP_TO_INDEX_FINGER_TIP,THUMB_TIP_TO_MIDDLE_FINGER_MCP,THUMB_TIP_TO_MIDDLE_FINGER_PIP,THUMB_TIP_TO_MIDDLE_FINGER_DIP,THUMB_TIP_TO_MIDDLE_FINGER_TIP,THUMB_TIP_TO_RING_FINGER_MCP,THUMB_TIP_TO_RING_FINGER_PIP,THUMB_TIP_TO_RING_FINGER_DIP,THUMB_TIP_TO_RING_FINGER_TIP,THUMB_TIP_TO_PINKY_MCP,THUMB_TIP_TO_PINKY_PIP,THUMB_TIP_TO_PINKY_DIP,THUMB_TIP_TO_PINKY_TIP,Sign
0,0.0980738605246105,0.1334421233202218,0.1679250807043142,0.2133464952145237,0.2400037005010776,0.2514228014849546,0.224704676678788,0.2463998338871817,0.2467273413218278,0.2195682308734754,0.2414064379056474,0.2444776659965015,0.1821884202086044,0.2065459487327092,0.2201818213934088,0.0720215050646355,0.1049750385664244,0.1065038240527593,0.1096688193551717,0.0964339978415883,0.1157775555319415,0.1485432505558431,0.1554805231426159,0.1516951912339731,0.1253327009172477,0.1663094741691665,0.1627234081662857,0.142589967745104,0.1317593650516262,0.1689093046936194,0.1638206496658327,0.1466345515799505,0.1362962338396625,0.1456134484762941,0.1434115362687943,0.137170401809726,c
1,0.0916964269382574,0.1273261870040726,0.1603852418900198,0.1953529752223582,0.2202353297171795,0.2337067945940959,0.2068605095713158,0.2290781711017926,0.2341739252834239,0.2059526203837664,0.2283518174113345,0.2323115647338935,0.1795846066921126,0.2012771627397658,0.2110142108190585,0.06906851633318,0.096559975661172,0.1005764051667908,0.099934649249921,0.0883184861273811,0.1123797713638081,0.1384843319728096,0.1453659478568751,0.1440205705899281,0.1253116328276882,0.1580908013021948,0.1569045824512235,0.1420752946901493,0.1354068989703101,0.1691725805502919,0.1680389861256145,0.1534969335767418,0.1439574859569404,0.1570758545646829,0.1558227346206407,0.1473393004048121,c
2,0.0978982957982146,0.1338865392948339,0.1691898478662791,0.2084105460621671,0.2290208035075429,0.2350104009244565,0.218036606660792,0.2339148366531878,0.2325321838403511,0.207906040688141,0.2243442609555007,0.226726227618085,0.175125583038073,0.1970177944492045,0.2092456356308099,0.0740759941046094,0.0998026519728499,0.1025462299468255,0.1039436505877761,0.0937323520031347,0.1257042826219174,0.1556823934859838,0.1507354356608087,0.1366086996675226,0.134432286912271,0.1705562293723296,0.1571053715899535,0.1333919288744352,0.1394732350418914,0.1694132510538455,0.154415880000083,0.1330767745887414,0.1419429386449389,0.1495291243794052,0.1438276649894612,0.1351767386293101,c
3,0.1143805010479458,0.1561624118480707,0.195710294212496,0.231985502428871,0.2552141109757436,0.2625445532089799,0.2533565717994367,0.2766095921596899,0.2762773083060524,0.2545061200183664,0.2737736620535355,0.270351793142653,0.2208196331288111,0.245084988753447,0.253937734766986,0.0832946677716818,0.1070790627352226,0.1214257019606506,0.1156336737197585,0.1056180130486149,0.1281120219664742,0.1435878054760194,0.1383623820619506,0.1252769178459434,0.1399701819325396,0.1738786624577736,0.1639025165569806,0.1373912824376997,0.1500651947871551,0.188873337648508,0.1751300428965728,0.1472572242713375,0.1575897107393454,0.1703717281087194,0.1639075270680701,0.1501536232533017,c
4,0.1321991082285178,0.1855865809915193,0.2307456779448861,0.2609779800109978,0.2981295780838901,0.3272562600285413,0.2707814614743771,0.3104594842226281,0.3341879457165765,0.268435938460454,0.3104836778435613,0.3358281951594626,0.2424463550263404,0.2795933074458157,0.3067564051762768,0.0994121791314801,0.140940882777726,0.1488579618614672,0.1549196837954968,0.1350413017009812,0.1225361467013879,0.1295515032638551,0.1388100339518403,0.1497903032765202,0.1371730549822518,0.1515127104419638,0.1609832799376659,0.1639651599453609,0.151006548963271,0.1685769891227114,0.177157898214326,0.1797761542665635,0.16684448438795,0.1752155797003032,0.1786691706167455,0.179883143774825,c
5,0.1250795919060157,0.1675982520259643,0.2092281504908397,0.2523239242461465,0.2812187627678003,0.2967305264943539,0.2648208286139513,0.2919303329307395,0.3001874396176803,0.2579122109624154,0.2856673944214255,0.2952429949627336,0.2198916025782139,0.2532992564615278,0.2770223317653204,0.0881694539113032,0.1219892636861665,0.1338711352681062,0.1338758981532245,0.1268416686068503,0.1505350285582807,0.1751933389524212,0.1773150914602192,0.1703404741697199,0.1607131585539901,0.1943207079389799,0.1889528069526524,0.1703456888883078,0.1679924271093505,0.199972678449193,0.1933144129893584,0.1764152748393823,0.1720036999820648,0.1782136661512849,0.1774648343566267,0.1761513361643921,c
6,0.1151642321991067,0.1622967107116358,0.2028226156611505,0.225035929093996,0.2513149965864368,0.2673370004865764,0.2336258197695891,0.2571510532464998,0.2652421914072955,0.2227989480833025,0.2467465557207513,0.2550227281922202,0.1824134376893109,0.2083037733343976,0.225276738302868,0.0908331792091284,0.1247704412812826,0.1325543667633267,0.127708556376877,0.111496312876761,0.1694992929840716,0.1773919591491373,0.1679285658303769,0.1528410182536486,0.1781369992908556,0.1855672397192121,0.171875584273029,0.1497131053608508,0.1824395563098183,0.1934861993017151,0.1790706586451519,0.1561099057480723,0.181604623236645,0.1726747441415449,0.1619362452017359,0.149120852193387,c
7,0.1164997730554977,0.157508663945754,0.1927625228890314,0.2382218668067416,0.2645922983050978,0.2840861513819125,0.2490607213996616,0.27489090421247,0.2898149574449685,0.2417162490654709,0.2700642095070611,0.2858833460433491,0.2079014537426979,0.2370787245094709,0.2599945072098688,0.0803333656226245,0.1245423000301808,0.1402841549755826,0.1428046562696454,0.125671023504316,0.1584842493530698,0.1661135116573314,0.1629248431795046,0.1587063142434407,0.1713229559836024,0.1786267780427475,0.1722724184227268,0.16174866491819,0.1747864828564389,0.1831150956368226,0.1760360664830288,0.1650723025554292,0.1691284925787815,0.1588262706552299,0.1550261945404698,0.1534667878280401,c
8,0.1453348450111707,0.1950945068977364,0.2395027737631216,0.2821297773596524,0.3141879408824333,0.3400187176239274,0.2928968642072544,0.3279156449938454,0.35033966286609,0.2869613434095285,0.3232168501611679,0.3440738847762463,0.2543642838213913,0.2917437111100054,0.3193918276890302,0.0985992823402741,0.1479651322349706,0.1703207905502489,0.1706871618655534,0.1544521326250542,0.1693271721247872,0.1753277676803918,0.1722437531269947,0.169523300811527,0.1837938269083377,0.1887208770353112,0.1844009068648794,0.1757123976901096,0.1928417214393908,0.1995013879279777,0.1924383863434007,0.1804464432040802,0.195498029900796,0.1807664065322623,0.1770647054010897,0.1749426784951465,c
9,0.1279978505087815,0.1740257189424093,0.2148696620277606,0.2438058371953735,0.2697560652720269,0.2904126467504805,0.24896975795892,0.2770430261227118,0.2946485984659411,0.2415496614504302,0.2731047453161491,0.2909032924908493,0.2114981703071301,0.2420008198939423,0.2637140326504676,0.0909306764805422,0.1274577536185973,0.1411510342731982,0.14386813397182,0.1261742458479607,0.1626697702318916,0.1643009505191967,0.155121014035464,0.1464232247206126,0.1704700369051866,0.1669724228899502,0.1585787666912146,0.1479391489424765,0.1746076295598329,0.1738308870140453,0.1641036327053263,0.1502737591241519,0.1748570542586269,0.1602085769231969,0.1511045031098164,0.1418182792459635,c
